CCTV Junction No.,camera_count,location,latitude,longitude,traffic_volume,average_speed,accident_count,pedestrian_density,congestion_level,weather_risk,night_time_risk,officer_present,speed_risk,traffic_volume_norm,accident_count_norm,pedestrian_density_norm,congestion_level_norm,weather_risk_norm,night_time_risk_norm,speed_risk_norm,risk_score,risk_category,risk_reason
326,2,North Side of Baidhnath Chowk,21.214583833679583,79.1243373211226,4985,67,3,66,3,2,5,0,27,0.9979933110367893,0.3333333333333333,0.6292134831460674,0.2222222222222222,0.4,1.0,0.9310344827586207,59.04,MEDIUM,"Heavy traffic volume, Unsafe speed pattern"
327,1,North Side of Cotton Market Chowk,21.188547630003495,79.00555114520732,3219,23,7,62,3,1,5,1,17,0.6042363433667781,0.7777777777777778,0.5842696629213483,0.2222222222222222,0.2,1.0,0.5862068965517241,59.38,MEDIUM,High incident risk
328,1,North Side of Gandhisagar,21.16652248630137,79.08944048177231,2384,23,1,21,5,2,5,0,17,0.4180602006688963,0.1111111111111111,0.12359550561797752,0.4444444444444444,0.4,1.0,0.5862068965517241,33.08,LOW,No major risk factors
329,1,South Side of Gandhisagar,21.173406489548125,79.03450132559315,4638,18,3,22,2,3,3,0,22,0.9206243032329989,0.3333333333333333,0.1348314606741573,0.1111111111111111,0.6,0.6,0.7586206896551724,45.69,MEDIUM,"Heavy traffic volume, Unsafe speed pattern"
330,1,West Side of  Gandhisagar,21.150352007491335,79.0180850328666,4849,49,3,83,6,1,1,1,9,0.967670011148272,0.3333333333333333,0.8202247191011236,0.5555555555555556,0.2,0.2,0.3103448275862069,55.09,MEDIUM,"Heavy traffic volume, High pedestrian density"
331,1,East Side of Gandhisagar,21.129727718740142,79.01154298024439,3701,31,1,66,7,5,0,0,9,0.711705685618729,0.1111111111111111,0.6292134831460674,0.6666666666666666,1.0,0.0,0.3103448275862069,45.11,MEDIUM,"Heavy traffic volume, Weather-related risk"
332,1,Railway Station East Gate,21.142716721438152,79.10444331638172,3210,48,1,49,9,0,1,1,8,0.6022296544035675,0.1111111111111111,0.43820224719101125,0.8888888888888888,0.0,0.2,0.27586206896551724,39.04,LOW,High congestion
333,1,Santra Market,21.190941533255724,79.05098124456521,2453,38,2,89,6,0,2,0,2,0.4334448160535117,0.2222222222222222,0.8876404494382022,0.5555555555555556,0.0,0.4,0.06896551724137931,39.67,LOW,High pedestrian density
334,1,Kapsi chowk,21.10172721863557,79.10871501572932,4350,46,2,54,3,4,1,1,6,0.8564102564102564,0.2222222222222222,0.4943820224719101,0.2222222222222222,0.8,0.2,0.20689655172413793,41.61,MEDIUM,"Heavy traffic volume, Weather-related risk"
335,1,Chikhali chowk,21.11392871686083,79.00980345111984,1189,15,6,44,5,4,0,0,25,0.1516164994425864,0.6666666666666666,0.38202247191011235,0.4444444444444444,0.8,0.0,0.8620689655172413,48.05,MEDIUM,"Unsafe speed pattern, Weather-related risk"
336,1,Kapsi Over Brig Kapsi Under Bridge,21.10552031704261,79.0472935506746,2450,22,1,12,4,3,0,0,18,0.43277591973244145,0.1111111111111111,0.02247191011235955,0.3333333333333333,0.6,0.0,0.6206896551724138,26.53,LOW,No major risk factors
337,2,Kapsi Under Bridge,21.104887456278277,79.0809236938563,956,59,3,14,5,5,2,0,19,0.09966555183946488,0.3333333333333333,0.0449438202247191,0.4444444444444444,1.0,0.4,0.6551724137931034,32.89,LOW,Weather-related risk
338,1,Outer Ring road Tarodi over bridge,21.202655270081323,79.11860847472585,2630,37,3,99,8,0,0,1,3,0.4729096989966555,0.3333333333333333,1.0,0.7777777777777778,0.0,0.0,0.10344827586206896,47.16,MEDIUM,"High congestion, High pedestrian density"
339,1,New Pardi Naka Bhandara road,21.184438943125603,79.04781287543982,4476,61,4,20,8,0,2,0,21,0.8845039018952062,0.4444444444444444,0.11235955056179775,0.7777777777777778,0.0,0.4,0.7241379310344828,53.62,MEDIUM,"Heavy traffic volume, High congestion, Unsafe speed pattern"
340,2,Pardi Bazar Hanuman Temple,21.15690085949048,79.09388370646555,4744,54,2,80,6,0,2,0,14,0.9442586399108138,0.2222222222222222,0.7865168539325843,0.5555555555555556,0.0,0.4,0.4827586206896552,52.51,MEDIUM,"Heavy traffic volume, High pedestrian density"
341,1,Bhandewadi Railway Station,21.111740099278123,79.13289666223542,1679,26,3,65,1,0,0,1,14,0.2608695652173913,0.3333333333333333,0.6179775280898876,0.0,0.0,0.0,0.4827586206896552,29.31,LOW,No major risk factors
342,1,Punapur Road Ghatate Nagar chowk,21.15899390501402,79.09237947822734,4785,68,4,19,8,2,4,0,28,0.9534002229654404,0.4444444444444444,0.10112359550561797,0.7777777777777778,0.4,0.8,0.9655172413793104,61.24,MEDIUM,"Heavy traffic volume, High congestion, Unsafe speed pattern"
343,1,Subhan Nagar near Hanuman Temple,21.15681661249367,79.03494392121304,4065,26,2,43,8,5,2,1,14,0.7928651059085842,0.2222222222222222,0.3707865168539326,0.7777777777777778,1.0,0.4,0.4827586206896552,51.58,MEDIUM,"Heavy traffic volume, High congestion, Weather-related risk"
344,1,Sharda chowk Netaji Nagar,21.120784224389205,79.00366011723348,1382,60,3,76,2,1,0,1,20,0.19464882943143813,0.3333333333333333,0.7415730337078652,0.1111111111111111,0.2,0.0,0.6896551724137931,34.58,LOW,High pedestrian density
345,1,Bharatwada Road Near Nagpure School chowk,21.15206219790856,79.13051483108514,899,61,2,81,4,1,4,1,21,0.08695652173913043,0.2222222222222222,0.797752808988764,0.3333333333333333,0.2,0.8,0.7241379310344828,37.61,LOW,"High pedestrian density, Unsafe speed pattern"
346,1,Bharatwada Y Point,21.147820568127685,79.00319041162756,1108,29,4,40,2,3,2,1,11,0.13355629877369007,0.4444444444444444,0.33707865168539325,0.1111111111111111,0.6,0.4,0.3793103448275862,31.52,LOW,No major risk factors
347,1,Bharatwada Chowk,21.173902011766266,79.13120525090262,2138,55,1,84,4,2,4,0,15,0.3632107023411371,0.1111111111111111,0.8314606741573034,0.3333333333333333,0.4,0.8,0.5172413793103449,39.24,LOW,High pedestrian density
348,2,Old Pardi Naka Chowk,21.17621123810412,79.07934057010408,2648,33,3,80,10,0,3,0,7,0.47692307692307695,0.3333333333333333,0.7865168539325843,1.0,0.0,0.6,0.2413793103448276,51.75,MEDIUM,"High congestion, High pedestrian density"
349,1,Bharat Nagar chowk,21.105436481172646,79.14086015477693,1882,40,5,75,7,0,5,1,0,0.3061315496098105,0.5555555555555556,0.7303370786516854,0.6666666666666666,0.0,1.0,0.0,48.74,MEDIUM,High pedestrian density
350,1,Kalamna Market chowk,21.144953513755176,79.11981748536606,1903,66,2,79,9,4,3,0,26,0.3108138238573021,0.2222222222222222,0.7752808988764045,0.8888888888888888,0.8,0.6,0.896551724137931,53.81,MEDIUM,"High congestion, High pedestrian density, Unsafe speed pattern, Weather-related risk"
351,1,Kalamna Railway Gate,21.17510318988571,79.14969011658,1319,43,4,50,8,4,4,0,3,0.1806020066889632,0.4444444444444444,0.449438202247191,0.7777777777777778,0.8,0.8,0.10344827586206896,44.39,MEDIUM,"High congestion, Weather-related risk"
352,1,Minimata Nagar chowk,21.160376351029612,79.05260677231776,3792,36,2,72,9,3,2,1,4,0.7319955406911929,0.2222222222222222,0.6966292134831461,0.8888888888888888,0.6,0.4,0.13793103448275862,51.47,MEDIUM,"Heavy traffic volume, High congestion"
353,1,Depty Signal Relway Gate,21.2027787809426,79.11507824333967,1319,54,1,41,8,0,0,0,14,0.1806020066889632,0.1111111111111111,0.34831460674157305,0.7777777777777778,0.0,0.0,0.4827586206896552,28.66,LOW,High congestion
354,1,Depty Signal Udta hanuman Chowk,21.179043235794275,79.0602896370414,919,35,3,29,2,3,1,1,5,0.09141583054626533,0.3333333333333333,0.21348314606741572,0.1111111111111111,0.6,0.2,0.1724137931034483,22.42,LOW,No major risk factors
355,1,Old Kamptee Road near Police chowky,21.119552131249772,79.07198134304559,4719,65,4,66,7,2,0,1,25,0.9386845039018952,0.4444444444444444,0.6292134831460674,0.6666666666666666,0.4,0.0,0.8620689655172413,62.17,MEDIUM,"Heavy traffic volume, Unsafe speed pattern"
356,1,Old Kamptee Road near Reliance Petrol pump,21.108468249688052,79.09412581948276,3802,52,7,59,2,1,1,1,12,0.7342251950947604,0.7777777777777778,0.550561797752809,0.1111111111111111,0.2,0.2,0.41379310344827586,54.08,MEDIUM,"High incident risk, Heavy traffic volume"
357,1,Dhargao Chowk,21.17709031338476,79.13105156712795,2008,34,4,89,2,0,1,1,6,0.3342251950947603,0.4444444444444444,0.8876404494382022,0.1111111111111111,0.0,0.2,0.20689655172413793,38.07,LOW,High pedestrian density
358,2,Vitabhatti chowk,21.103181357264997,79.1476125203799,1267,43,6,34,4,5,2,1,3,0.1690078037904125,0.6666666666666666,0.2696629213483146,0.3333333333333333,1.0,0.4,0.10344827586206896,40.46,MEDIUM,Weather-related risk
359,2,Kanji house chowk,21.170293069752816,79.11524101207968,2544,65,4,21,1,2,4,1,25,0.4537346711259755,0.4444444444444444,0.12359550561797752,0.0,0.4,0.8,0.8620689655172413,38.88,LOW,Unsafe speed pattern
360,1,Yashodhara chowk,21.212827628970995,79.0626650173251,2639,18,1,80,5,0,0,0,22,0.47491638795986624,0.1111111111111111,0.7865168539325843,0.4444444444444444,0.0,0.0,0.7586206896551724,38.88,LOW,"High pedestrian density, Unsafe speed pattern"
361,1,Vinoba Bhawe Nagar,21.169056901345108,79.06320355034156,3529,69,1,48,6,5,4,0,29,0.673355629877369,0.1111111111111111,0.42696629213483145,0.5555555555555556,1.0,0.8,1.0,50.54,MEDIUM,"Unsafe speed pattern, Weather-related risk"
362,1,Namdev Nagar,21.146580391144784,79.11063734523833,2049,21,7,26,9,4,3,1,19,0.3433667781493868,0.7777777777777778,0.1797752808988764,0.8888888888888888,0.8,0.6,0.6551724137931034,59.78,MEDIUM,"High incident risk, High congestion, Weather-related risk"
363,1,Shiv Arket Bhilgao,21.177194586213083,79.03581657186524,2264,42,4,54,10,3,2,1,2,0.391304347826087,0.4444444444444444,0.4943820224719101,1.0,0.6,0.4,0.06896551724137931,49.26,MEDIUM,High congestion
364,1,Nag Lock,21.154990346858984,79.01657111696971,3145,42,3,20,8,4,2,0,2,0.587736900780379,0.3333333333333333,0.11235955056179775,0.7777777777777778,0.8,0.4,0.06896551724137931,41.8,MEDIUM,"High congestion, Weather-related risk"
365,1,Tulsa lawn,21.165474014717912,79.05319332364611,4216,18,3,79,2,1,3,0,22,0.8265328874024526,0.3333333333333333,0.7752808988764045,0.1111111111111111,0.2,0.6,0.7586206896551724,51.41,MEDIUM,"Heavy traffic volume, High pedestrian density, Unsafe speed pattern"
366,1,Shivam Aparment,21.212975777053185,79.0430858487481,4981,36,3,32,1,4,0,0,4,0.9971014492753624,0.3333333333333333,0.24719101123595505,0.0,0.8,0.0,0.13793103448275862,39.03,LOW,"Heavy traffic volume, Weather-related risk"
367,1,Sajay Gandhi Nagar,21.146332316536093,79.0444462180684,2793,26,3,79,2,0,5,0,14,0.5092530657748049,0.3333333333333333,0.7752808988764045,0.1111111111111111,0.0,1.0,0.4827586206896552,43.31,MEDIUM,High pedestrian density
368,1,Panchwati Nagar,21.215342867658872,79.03504116265749,3208,59,1,47,7,5,3,1,19,0.6017837235228539,0.1111111111111111,0.4157303370786517,0.6666666666666666,1.0,0.6,0.6551724137931034,46.16,MEDIUM,Weather-related risk
369,1,Bohara Colony,21.208642077034728,79.00631397844545,1400,17,1,11,4,4,0,1,23,0.19866220735785953,0.1111111111111111,0.011235955056179775,0.3333333333333333,0.8,0.0,0.7931034482758621,24.41,LOW,"Unsafe speed pattern, Weather-related risk"
370,1,Jamdar Wadi,21.123494936174716,79.00268109021002,3584,36,3,95,10,0,1,0,4,0.68561872909699,0.3333333333333333,0.9550561797752809,1.0,0.0,0.2,0.13793103448275862,55.42,MEDIUM,"High congestion, High pedestrian density"
371,1,Shahu Mohalla,21.10832335610502,79.1481583584604,2509,58,0,93,5,1,2,0,18,0.4459308807134894,0.0,0.9325842696629213,0.4444444444444444,0.2,0.4,0.6206896551724138,38.78,LOW,High pedestrian density
372,1,Wandevi Nagar Chowk,21.112093360165293,79.06416597006037,741,16,3,98,7,5,0,0,24,0.05172798216276477,0.3333333333333333,0.9887640449438202,0.6666666666666666,1.0,0.0,0.8275862068965517,49.14,MEDIUM,"High pedestrian density, Unsafe speed pattern, Weather-related risk"
373,1,Pili Nadi Chowk,21.102186619078186,79.05764899707395,2885,38,3,88,3,4,4,1,2,0.5297658862876254,0.3333333333333333,0.8764044943820225,0.2222222222222222,0.8,0.8,0.06896551724137931,45.76,MEDIUM,"High pedestrian density, Weather-related risk"
374,1,Mehbubpura,21.111333155290712,79.10194709240396,4768,48,0,81,10,3,4,0,8,0.9496098104793756,0.0,0.797752808988764,1.0,0.6,0.8,0.27586206896551724,55.72,MEDIUM,"Heavy traffic volume, High congestion, High pedestrian density"
375,1,Raja Chowk,21.181960812809965,79.03273808317977,1171,41,2,46,2,3,2,0,1,0.147603121516165,0.2222222222222222,0.4044943820224719,0.1111111111111111,0.6,0.4,0.034482758620689655,22.7,LOW,No major risk factors
376,1,Transport Plaza,21.10854263781523,79.14249417759254,663,69,1,58,7,5,3,0,29,0.03433667781493868,0.1111111111111111,0.5393258426966292,0.6666666666666666,1.0,0.6,1.0,40.11,MEDIUM,"Unsafe speed pattern, Weather-related risk"
377,1,Bara Nal Chowk,21.13827707563525,79.11795175216233,964,55,2,61,5,3,5,0,15,0.10144927536231885,0.2222222222222222,0.5730337078651685,0.4444444444444444,0.6,1.0,0.5172413793103449,37.13,LOW,No major risk factors
378,2,Gosavi Akhada,21.201385037316335,79.01341165034684,3542,15,4,42,1,4,3,0,25,0.6762541806020067,0.4444444444444444,0.3595505617977528,0.0,0.8,0.6,0.8620689655172413,47.87,MEDIUM,"Unsafe speed pattern, Weather-related risk"
379,1,Anand Nagar,21.1027926322883,79.06263711636774,2942,22,4,31,1,4,0,0,18,0.5424749163879599,0.4444444444444444,0.23595505617977527,0.0,0.8,0.0,0.6206896551724138,37.93,LOW,Weather-related risk
380,1,Jay Bhole Nagar,21.197736217910673,79.13186774613432,2855,37,1,14,9,5,3,0,3,0.5230769230769231,0.1111111111111111,0.0449438202247191,0.8888888888888888,1.0,0.6,0.10344827586206896,36.84,LOW,"High congestion, Weather-related risk"
381,1,Jay Bhim Chowk,21.13382257297281,79.14170980334372,4778,52,3,27,5,4,2,0,12,0.9518394648829431,0.3333333333333333,0.19101123595505617,0.4444444444444444,0.8,0.4,0.41379310344827586,48.71,MEDIUM,"Heavy traffic volume, Weather-related risk"
382,1,Chintamani Nagar,21.1141797793146,79.07011022668748,3057,20,3,47,1,0,0,0,20,0.5681159420289855,0.3333333333333333,0.4157303370786517,0.0,0.0,0.0,0.6896551724137931,34.49,LOW,No major risk factors
383,1,Abhay nagar Backside of medical college,21.1836084598437,79.0920117083816,1045,36,2,46,7,1,1,1,4,0.11950947603121516,0.2222222222222222,0.4044943820224719,0.6666666666666666,0.2,0.2,0.13793103448275862,28.5,LOW,No major risk factors
384,1,Infront of PS,21.175473141613587,79.02505509191381,4335,39,2,73,9,3,3,1,1,0.8530657748049052,0.2222222222222222,0.7078651685393258,0.8888888888888888,0.6,0.6,0.034482758620689655,54.02,MEDIUM,"Heavy traffic volume, High congestion, High pedestrian density"
385,1,Suyog Nagar Chowk,21.20529664162325,79.14867529392055,1093,32,3,19,1,0,3,1,8,0.1302118171683389,0.3333333333333333,0.10112359550561797,0.0,0.0,0.6,0.27586206896551724,19.88,LOW,No major risk factors
386,1,Omkar Nagar Chowk,21.188208525256467,79.03475075520751,4304,31,2,88,10,5,5,1,9,0.8461538461538461,0.2222222222222222,0.8764044943820225,1.0,1.0,1.0,0.3103448275862069,64.84,MEDIUM,"Heavy traffic volume, High congestion, High pedestrian density, Weather-related risk"
387,1,Rameshwari Chowk,21.196417711646184,79.14140976612026,1959,26,3,51,4,3,0,0,14,0.3232998885172798,0.3333333333333333,0.4606741573033708,0.3333333333333333,0.6,0.0,0.4827586206896552,36.2,LOW,No major risk factors
388,1,Shatabadi Chowk,21.133844148708558,79.09744699734885,3993,20,2,57,3,0,4,0,20,0.7768115942028986,0.2222222222222222,0.5280898876404494,0.2222222222222222,0.0,0.8,0.6896551724137931,44.35,MEDIUM,Heavy traffic volume
389,3,Medical Chowk,21.12129274525357,79.09116051923183,3101,40,1,53,5,4,3,0,0,0.5779264214046823,0.1111111111111111,0.48314606741573035,0.4444444444444444,0.8,0.6,0.0,35.81,LOW,Weather-related risk
390,1,Trisharan Chowk,21.190073770196904,79.07690327665247,2944,41,0,91,7,5,2,1,1,0.5429208472686734,0.0,0.9101123595505618,0.6666666666666666,1.0,0.4,0.034482758620689655,41.85,MEDIUM,"High pedestrian density, Weather-related risk"
391,1,Hanuman Nagar,21.196820168712073,79.03460047175767,3172,22,3,96,8,5,3,1,18,0.5937569676700112,0.3333333333333333,0.9662921348314607,0.7777777777777778,1.0,0.6,0.6206896551724138,62.24,MEDIUM,"High congestion, High pedestrian density, Weather-related risk"
392,2,Narendra Nagar,21.218860617040082,79.02647920480082,4700,33,4,25,2,3,5,0,7,0.934448160535117,0.4444444444444444,0.16853932584269662,0.1111111111111111,0.6,1.0,0.2413793103448276,46.63,MEDIUM,Heavy traffic volume
393,1,Netaji market Mehadiya Chowk,21.149514121229373,79.03307293136052,516,56,4,63,7,4,1,0,16,0.001560758082497213,0.4444444444444444,0.5955056179775281,0.6666666666666666,0.8,0.2,0.5517241379310345,42.81,MEDIUM,Weather-related risk
394,1,Shamtarka apt. javal,21.144642170295135,79.02796573932164,3691,15,3,44,1,3,5,0,25,0.7094760312151617,0.3333333333333333,0.38202247191011235,0.0,0.6,1.0,0.8620689655172413,46.54,MEDIUM,"Heavy traffic volume, Unsafe speed pattern"
395,1,Mehadiya Chowk to Panchshil Chowk,21.193169555289042,79.11693767103502,892,43,3,37,7,2,3,1,3,0.08539576365663322,0.3333333333333333,0.30337078651685395,0.6666666666666666,0.4,0.6,0.10344827586206896,32.29,LOW,No major risk factors
396,2,Near Mount Carmal School ,21.140896424830363,79.052518788875,924,59,6,11,8,0,4,0,19,0.09253065774804906,0.6666666666666666,0.011235955056179775,0.7777777777777778,0.0,0.8,0.6551724137931034,44.24,MEDIUM,High congestion
397,1,Anand talkies Chowk,21.211690879072428,79.00867640148451,1071,63,4,22,2,2,3,0,23,0.1253065774804905,0.4444444444444444,0.1348314606741573,0.1111111111111111,0.4,0.6,0.7931034482758621,32.46,LOW,Unsafe speed pattern
398,2,Yashwant Stedium,21.203009530221163,79.14536539452112,4131,49,4,50,9,0,0,0,9,0.8075808249721294,0.4444444444444444,0.449438202247191,0.8888888888888888,0.0,0.0,0.3103448275862069,52.66,MEDIUM,"Heavy traffic volume, High congestion"
399,1,Dhantoli Garden Area,21.151479283285003,79.13256788274451,1620,54,5,89,1,1,3,0,14,0.24771460423634337,0.5555555555555556,0.8876404494382022,0.0,0.2,0.6,0.4827586206896552,43.76,MEDIUM,High pedestrian density
400,2,Mata Kacheri Chowk,21.19010452813498,79.13916284247928,741,28,1,68,6,5,4,1,12,0.05172798216276477,0.1111111111111111,0.651685393258427,0.5555555555555556,1.0,0.8,0.41379310344827586,35.61,LOW,Weather-related risk
401,1,Devnagar Chowk,21.190545144890162,79.14923617339697,4397,49,4,78,1,3,0,0,9,0.8668896321070234,0.4444444444444444,0.7640449438202247,0.0,0.6,0.0,0.3103448275862069,48.24,MEDIUM,"Heavy traffic volume, High pedestrian density"
402,1,Congress nagar T-Point Chowk,21.112374864260314,79.02608428738293,4595,62,2,62,3,1,2,1,22,0.9110367892976589,0.2222222222222222,0.5842696629213483,0.2222222222222222,0.2,0.4,0.7586206896551724,47.57,MEDIUM,"Heavy traffic volume, Unsafe speed pattern"
403,1,Gajanan nagar Chowk,21.20830634880155,79.0594363028354,2779,59,4,54,6,1,0,0,19,0.5061315496098104,0.4444444444444444,0.4943820224719101,0.5555555555555556,0.2,0.0,0.6551724137931034,46.76,MEDIUM,No major risk factors
404,1,Rahate Colony Chowk,21.160630284693745,79.1137357713556,1288,34,5,29,3,5,5,1,6,0.17369007803790412,0.5555555555555556,0.21348314606741572,0.2222222222222222,1.0,1.0,0.20689655172413793,38.75,LOW,Weather-related risk
405,1,Ajni Railway Station,21.19917489593293,79.10440309270807,1214,63,2,33,8,5,1,1,23,0.15719063545150502,0.2222222222222222,0.25842696629213485,0.7777777777777778,1.0,0.2,0.7931034482758621,39.28,LOW,"High congestion, Unsafe speed pattern, Weather-related risk"
406,1,Ajit Bekari,21.138405952123676,79.02308438595098,3349,27,4,70,5,0,5,0,13,0.633221850613155,0.4444444444444444,0.6741573033707865,0.4444444444444444,0.0,1.0,0.4482758620689655,52.26,MEDIUM,No major risk factors
407,2,Chatrapati Chowk,21.207462787419544,79.12237496874859,1275,52,1,67,2,2,0,0,12,0.17079152731326644,0.1111111111111111,0.6404494382022472,0.1111111111111111,0.4,0.0,0.41379310344827586,24.16,LOW,No major risk factors
408,1,Sureteck Hospital Area,21.146704201448102,79.0336660857755,4526,63,2,36,4,4,2,1,23,0.8956521739130435,0.2222222222222222,0.29213483146067415,0.3333333333333333,0.8,0.4,0.7931034482758621,47.89,MEDIUM,"Heavy traffic volume, Unsafe speed pattern, Weather-related risk"
409,1,Jail Road,21.101300518177638,79.03357264222339,2747,60,4,35,9,0,3,0,20,0.49899665551839467,0.4444444444444444,0.2808988764044944,0.8888888888888888,0.0,0.6,0.6896551724137931,50.76,MEDIUM,High congestion
410,1,FCI Godawn,21.208645837170312,79.08054616343401,578,63,1,16,4,4,0,1,23,0.015384615384615385,0.1111111111111111,0.06741573033707865,0.3333333333333333,0.8,0.0,0.7931034482758621,21.58,LOW,"Unsafe speed pattern, Weather-related risk"
411,1,Surendra Nagar Garden,21.110954401214336,79.08894099022625,4426,22,1,51,10,1,5,1,18,0.873355629877369,0.1111111111111111,0.4606741573033708,1.0,0.2,1.0,0.6206896551724138,54.92,MEDIUM,"Heavy traffic volume, High congestion"
412,1,Ajni Chowk Near Yashwant Chavhan Putala,21.138317636510852,79.08701293117568,1355,57,0,56,10,4,0,1,17,0.18862876254180602,0.0,0.5168539325842697,1.0,0.8,0.0,0.5862068965517241,36.39,LOW,"High congestion, Weather-related risk"
413,1,Dhantoli Police Station Chowk,21.2140074360461,79.01372302560966,2648,34,3,62,8,2,0,0,6,0.47692307692307695,0.3333333333333333,0.5842696629213483,0.7777777777777778,0.4,0.0,0.20689655172413793,44.04,MEDIUM,High congestion
414,2,Sardar Patel Chowk,21.21407285763251,79.13161912939455,1531,47,3,68,5,0,0,0,7,0.2278706800445931,0.3333333333333333,0.651685393258427,0.4444444444444444,0.0,0.0,0.2413793103448276,33.41,LOW,No major risk factors
415,1,Ashok Chowk,21.168812546574795,79.0398400063883,3771,40,4,47,10,5,2,0,0,0.7273132664437012,0.4444444444444444,0.4157303370786517,1.0,1.0,0.4,0.0,56.12,MEDIUM,"Heavy traffic volume, High congestion, Weather-related risk"
416,1,Ashok Chowk,21.175820465460376,79.01942723819242,4076,53,2,78,1,2,4,0,13,0.7953177257525084,0.2222222222222222,0.7640449438202247,0.0,0.4,0.8,0.4482758620689655,44.52,MEDIUM,"Heavy traffic volume, High pedestrian density"
417,2,Untakhana Chowk,21.153813462637398,79.13331221198035,4682,35,3,96,7,2,4,1,5,0.9304347826086956,0.3333333333333333,0.9662921348314607,0.6666666666666666,0.4,0.8,0.1724137931034483,60.83,MEDIUM,"Heavy traffic volume, High pedestrian density"
418,1,Jatatrodi Chowk,21.13518529260377,79.14334772473447,3956,67,6,62,3,0,0,1,27,0.768561872909699,0.6666666666666666,0.5842696629213483,0.2222222222222222,0.0,0.0,0.9310344827586207,56.78,MEDIUM,"Heavy traffic volume, Unsafe speed pattern"
419,1,Ajni Over Bridge to Medical Chowk,21.139439745444392,79.12931914258982,4006,63,2,24,10,5,2,0,23,0.7797101449275362,0.2222222222222222,0.15730337078651685,1.0,1.0,0.4,0.7931034482758621,54.55,MEDIUM,"Heavy traffic volume, High congestion, Unsafe speed pattern, Weather-related risk"
420,1,Chandan Nagar Near Ramabai Garden,21.180702214729244,79.12142741120873,907,56,2,35,8,2,2,1,16,0.08874024526198439,0.2222222222222222,0.2808988764044944,0.7777777777777778,0.4,0.4,0.5517241379310345,33.84,LOW,High congestion
421,1,Rambagh Colony,21.19028494353252,79.09828629709585,3211,57,2,57,3,5,0,0,17,0.6024526198439242,0.2222222222222222,0.5280898876404494,0.2222222222222222,1.0,0.0,0.5862068965517241,40.83,MEDIUM,Weather-related risk
422,1,Shyambagh area Sindhiban  Bada Tajbagh Chhota Tajbagh,21.194989485247103,79.08262860559137,3588,68,4,28,1,3,5,0,28,0.6865105908584169,0.4444444444444444,0.20224719101123595,0.0,0.6,1.0,0.9655172413793104,47.75,MEDIUM,Unsafe speed pattern
423,1,Somwari Qrt. Old Qrt.of Vima Hospital.,21.194754177135348,79.0130480139867,2168,55,1,18,5,3,5,1,15,0.36989966555183945,0.1111111111111111,0.0898876404494382,0.4444444444444444,0.6,1.0,0.5172413793103449,31.92,LOW,No major risk factors
424,2,Sakkardara Chowk,21.110944732365844,79.06126798196061,647,23,4,73,2,3,1,1,17,0.03076923076923077,0.4444444444444444,0.7078651685393258,0.1111111111111111,0.6,0.2,0.5862068965517241,36.1,LOW,High pedestrian density
425,1,Sakkaradara fly over,21.15933043656431,79.05590327755185,4827,38,3,63,4,4,0,0,2,0.9627647714604236,0.3333333333333333,0.5955056179775281,0.3333333333333333,0.8,0.0,0.06896551724137931,47.88,MEDIUM,"Heavy traffic volume, Weather-related risk"
426,2,Bhande Plot Chowk,21.106907051202,79.03896306756405,4397,51,3,60,1,2,1,1,11,0.8668896321070234,0.3333333333333333,0.5617977528089888,0.0,0.4,0.2,0.3793103448275862,42.56,MEDIUM,Heavy traffic volume
427,2,Awari Chowk,21.16594346587885,79.10851301705328,2450,63,5,48,9,0,5,0,23,0.43277591973244145,0.5555555555555556,0.42696629213483145,0.8888888888888888,0.0,1.0,0.7931034482758621,57.99,MEDIUM,"High congestion, Unsafe speed pattern"
428,2,Tukdoji Chowk,21.152983660164807,79.07438136026181,865,55,3,13,6,0,5,0,15,0.07937569676700111,0.3333333333333333,0.033707865168539325,0.5555555555555556,0.0,1.0,0.5172413793103449,30.6,LOW,No major risk factors
429,1,Aurvedik Hospital Budhawari Bajar,21.206524501930996,79.01215693238615,2174,31,1,12,8,4,0,0,9,0.3712374581939799,0.1111111111111111,0.02247191011235955,0.7777777777777778,0.8,0.0,0.3103448275862069,29.87,LOW,"High congestion, Weather-related risk"
430,1,Chota Tajbagh Chowk,21.14210980150625,79.03302748029247,4994,38,1,73,4,0,1,1,2,1.0,0.1111111111111111,0.7078651685393258,0.3333333333333333,0.0,0.2,0.06896551724137931,40.64,MEDIUM,"Heavy traffic volume, High pedestrian density"
431,1,Sakkardara Lack Garden,21.114048041971316,79.10248881454893,3046,35,3,38,9,3,1,0,5,0.5656633221850613,0.3333333333333333,0.3146067415730337,0.8888888888888888,0.6,0.2,0.1724137931034483,45.09,MEDIUM,High congestion
432,1,Dattatray Nagar Garden Area,21.117159001846343,79.01141962892355,1062,65,5,20,2,2,0,0,25,0.12329988851727983,0.5555555555555556,0.11235955056179775,0.1111111111111111,0.4,0.0,0.8620689655172413,33.11,LOW,Unsafe speed pattern
433,1,Hussen Baba Dargah,21.191381275806098,79.12768103710731,4062,53,4,67,9,0,1,0,13,0.7921962095875139,0.4444444444444444,0.6404494382022472,0.8888888888888888,0.0,0.2,0.4482758620689655,57.6,MEDIUM,"Heavy traffic volume, High congestion"
